title,make,model,year,condition,transmission,price
Toyota Highlander SE 2019 Burgundy,Toyota,Highlander SE,2019,foreign used,automatic,"₦ 38,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015 Gray,Mercedes-Benz,M Class,2015,local used,automatic,"₦ 19,500,000"
Toyota Sienna XLE AWD 2006 Silver,Toyota,Sienna XLE,2006,local used,automatic,"₦ 7,800,000"
Honda Accord EX-L V-6 2dr Coupe (3.5L 6cyl 6A) 2014 Silver,Honda,Accord EX-L,2014,foreign used,automatic,"₦ 14,800,000"
Toyota Hilux 2.5 D-4D 4X4 SRX 2010 Black,Toyota,Hilux 2,2010,foreign used,automatic,"₦ 33,500,000"
Ford Edge Titanium 4dr AWD 2017 Blue,Ford,Edge Titanium,2017,foreign used,automatic,"₦ 21,000,000"
Lexus ES 350 2009 Black,Lexus,ES 350,2009,foreign used,automatic,"₦ 11,800,000"
Toyota Avalon XLE Premium Sedan FWD (3.5L 6cyl 6A) 2017 Red,Toyota,Avalon XLE,2017,foreign used,automatic,"₦ 20,000,000"
Lexus ES 350 FWD 2014 Blue,Lexus,ES 350,2014,foreign used,automatic,"₦ 21,500,000"
Mercedes-Benz C300 2018 Gray,Mercedes-Benz,C300,2018,foreign used,automatic,"₦ 28,500,000"
Mercedes-Benz M Class ML 350 4Matic 2013 White,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 27,180,000"
Lexus RX 350 F SPORT AWD 2013 White,Lexus,RX 350,2013,foreign used,automatic,"₦ 28,680,000"
Toyota Tacoma Access Cab 4x4 4.0L V6 5-Speed Automatic 2013 Silver,Toyota,Tacoma Access,2013,local used,automatic,"₦ 21,700,000"
Lexus RX 350 2017 Silver,Lexus,RX 350,2017,foreign used,automatic,"₦ 50,000,000"
BMW X5 3.0i 2005 Gray,BMW,X5 3,2005,local used,automatic,"₦ 6,700,000"
Acura TL 3.5 FWD 2009 Black,Acura,TL 3,2009,local used,automatic,"₦ 7,800,000"
Lexus ES 350 2008 Gold,Lexus,ES 350,2008,foreign used,automatic,"₦ 11,980,000"
Lexus IS 2009 White,Lexus,IS,2009,local used,automatic,"₦ 7,500,000"
Lexus ES 350 2009 Blue,Lexus,ES 350,2009,local used,automatic,"₦ 7,800,000"
Mercedes-Benz C300 2016 Gray,Mercedes-Benz,C300,2016,local used,automatic,"₦ 10,000,000"
Mercedes-Benz GLE-Class 2018 Gray,Mercedes-Benz,GLE-Class,2018,local used,automatic,"₦ 19,000,000"
Toyota Highlander 2015 Silver,Toyota,Highlander,2015,foreign used,automatic,"₦ 28,000,000"
Lexus RX 350 2010 Gray,Lexus,RX 350,2010,foreign used,automatic,"₦ 21,000,000"
New Toyota Hilux 2024 Black,New,Toyota Hilux,2024,brand new,automatic,"₦ 78,000,000"
Toyota C-HR 2020 Teal,Toyota,C-HR,2020,foreign used,automatic,"₦ 32,000,000"
Nissan Quest SV 4dr Minivan (3.5L 6cyl CVT) 2014 Gray,Nissan,Quest SV,2014,foreign used,automatic,"₦ 15,800,000"
Toyota Highlander Limited 3.5l 4WD 2013 Silver,Toyota,Highlander Limited,2013,foreign used,automatic,"₦ 21,500,000"
Toyota Avensis Verso 2.0 Petrol 2005 Silver,Toyota,Avensis Verso,2005,foreign used,manual,"₦ 12,800,000"
Honda Accord EX-L 4dr Sedan FWD (2.4L 4cyl 2A) 2013 Black,Honda,Accord EX-L,2013,local used,automatic,"₦ 10,300,000"
Mercedes-Benz B-Class B200 Petrol 2010 Red,Mercedes-Benz,B-Class B200,2010,foreign used,automatic,"₦ 16,000,000"
Acura MDX Technology Package SUV AWD (3.7L 6cyl 6A) 2011 Black,Acura,MDX Technology,2011,local used,automatic,"₦ 6,800,000"
Toyota Corolla 2004 Silver,Toyota,Corolla,2004,local used,automatic,"₦ 4,450,000"
Hyundai Santa Fe SE FWD 2018 Red,Hyundai,Santa Fe,2018,foreign used,automatic,"₦ 24,225,000"
Mercedes-Benz GLC-Class 2016 White,Mercedes-Benz,GLC-Class,2016,local used,automatic,"₦ 30,500,000"
Mercedes-Benz C450 2016 Black,Mercedes-Benz,C450,2016,foreign used,automatic,"₦ 39,999,999"
Mercedes-Benz M Class ML350 4dr SUV (3.5L 6cyl 7A) 2015 Blue,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 25,599,999"
Lexus RX 330 2004 Silver,Lexus,RX 330,2004,foreign used,automatic,"₦ 10,500,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2015 Blue,Toyota,Camry LE,2015,local used,automatic,"₦ 11,250,000"
Toyota Venza V6 AWD 2010 Blue,Toyota,Venza V6,2010,foreign used,automatic,"₦ 18,200,000"
Mercedes-Benz GLE-Class GLE 350 2017 Black,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 38,550,000"
Lexus RX 350 2020 Black,Lexus,RX 350,2020,foreign used,automatic,"₦ 55,000,000"
Toyota Tacoma TRD Off Road 2022 White,Toyota,Tacoma TRD,2022,foreign used,automatic,"₦ 67,000,000"
Mercedes-Benz M Class 2014 White,Mercedes-Benz,M Class,2014,local used,automatic,"₦ 14,800,000"
Lexus RX 350 2017 Silver,Lexus,RX 350,2017,foreign used,automatic,"₦ 55,000,000"
Toyota Highlander 2015 Black,Toyota,Highlander,2015,foreign used,automatic,"₦ 28,500,000"
Toyota Land Cruiser Prado 2.8 2023 White,Toyota,Land Cruiser,2023,foreign used,automatic,"₦ 97,999,999"
Lexus RX 350 2017 Black,Lexus,RX 350,2017,foreign used,automatic,"₦ 40,000,000"
Lexus RX 2006 Gold,Lexus,RX,2006,local used,automatic,"₦ 6,500,000"
Toyota Highlander 2018 Red,Toyota,Highlander,2018,foreign used,automatic,"₦ 35,000,000"
Honda Accord EX-L 2.0T 2018 Black,Honda,Accord EX-L,2018,foreign used,automatic,"₦ 29,500,000"
Honda Accord EX-L 4dr Sedan FWD (2.4L 4cyl 2A) 2016 Black,Honda,Accord EX-L,2016,foreign used,automatic,"₦ 16,900,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Black,Mercedes-Benz,C300 Sport,2014,foreign used,automatic,"₦ 15,900,000"
Toyota Corolla 2006 Black,Toyota,Corolla,2006,foreign used,automatic,"₦ 8,900,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6AM) 2010 Silver,Toyota,Camry LE,2010,foreign used,automatic,"₦ 10,900,000"
Toyota Land Cruiser Prado 2.8 2023 White,Toyota,Land Cruiser,2023,foreign used,automatic,"₦ 98,000,000"
Mercedes-Benz C450 2016 White,Mercedes-Benz,C450,2016,foreign used,automatic,"₦ 42,000,000"
Ford Explorer Limited 4x4 2020 Black,Ford,Explorer Limited,2020,foreign used,automatic,"₦ 52,000,000"
Mercedes-Benz GL-Class 2016 Gray,Mercedes-Benz,GL-Class,2016,foreign used,automatic,"₦ 29,500,000"
Lexus RX 350 AWD 2014 Gray,Lexus,RX 350,2014,foreign used,automatic,"₦ 25,550,000"
Mercedes-Benz GLK-Class 350 2014 Red,Mercedes-Benz,GLK-Class 350,2014,foreign used,automatic,"₦ 19,500,000"
Toyota Highlander Limited V6 4x4 2004 Black,Toyota,Highlander Limited,2004,local used,automatic,"₦ 6,500,000"
New Omoda C5 2025 Gray,New,Omoda C5,2025,brand new,automatic,"₦ 27,500,000"
Toyota Camry XLE V6 Sedan (3.0L 6cyl A5) 2003 Silver,Toyota,Camry XLE,2003,local used,automatic,"₦ 3,200,000"
Toyota Camry 2011 Gray,Toyota,Camry,2011,foreign used,automatic,"₦ 9,900,000"
Dodge Challenger SXT 2016,Dodge,Challenger SXT,2016,foreign used,automatic,"₦ 32,000,000"
Lexus RX 300 2WD 2003 Black,Lexus,RX 300,2003,foreign used,automatic,"₦ 10,800,000"
Lexus ES 350 FWD 2014 Gray,Lexus,ES 350,2014,foreign used,automatic,"₦ 22,500,000"
Toyota Highlander Limited 2010 Gold,Toyota,Highlander Limited,2010,foreign used,automatic,"₦ 18,500,000"
Lexus RX 350 2016 White,Lexus,RX 350,2016,foreign used,automatic,"₦ 60,000,000"
Lexus NX 300 AWD 2018 Black,Lexus,NX 300,2018,foreign used,automatic,"₦ 40,000,000"
"Acura MDX 4dr SUV w/Advance, Entertainment Packages (3.5L 6cyl 6A) 2014",Acura,MDX 4dr,2014,foreign used,automatic,"₦ 17,500,000"
Mercedes-Benz GLK-Class 2009 Red,Mercedes-Benz,GLK-Class,2009,local used,automatic,"₦ 6,500,000"
Toyota Land Cruiser 4.0 V6 GXR 2021 Black,Toyota,Land Cruiser,2021,foreign used,automatic,"₦ 138,000,000"
Toyota Tundra 2008 White,Toyota,Tundra,2008,local used,automatic,"₦ 15,500,000"
Lexus ES 2025 Gray,Lexus,ES,2025,foreign used,automatic,"₦ 10,500,000"
Toyota Camry Station Wagon 1997 Gray,Toyota,Camry Station,1997,local used,automatic,"₦ 3,150,000"
Toyota Highlander Limited V6 4x4 2004 Red,Toyota,Highlander Limited,2004,local used,automatic,"₦ 7,500,000"
Lexus RX 350 2011 White,Lexus,RX 350,2011,foreign used,automatic,"₦ 19,000,000"
Hyundai Sonata Limited Sedan FWD (2.4L 4cyl 6A) 2016 Burgundy,Hyundai,Sonata Limited,2016,foreign used,automatic,"₦ 15,000,000"
Hyundai Sonata Limited 4dr Sedan (2.4L 4cyl 6A) 2015 Silver,Hyundai,Sonata Limited,2015,foreign used,automatic,"₦ 13,700,000"
Toyota Tacoma 2012 Gray,Toyota,Tacoma,2012,local used,automatic,"₦ 18,500,000"
Honda Accord 2009 Silver,Honda,Accord,2009,local used,automatic,"₦ 5,200,000"
Mercedes-Benz C300 2016 Gray,Mercedes-Benz,C300,2016,local used,automatic,"₦ 10,622,000"
Toyota Avalon 2016 Black,Toyota,Avalon,2016,foreign used,automatic,"₦ 25,000,000"
Honda CR-V 2.0 2001 Silver,Honda,CR-V 2,2001,local used,automatic,"₦ 2,500,000"
Honda Pilot 2006 Gray,Honda,Pilot,2006,local used,automatic,"₦ 4,400,000"
Lexus RX 350 2010 Red,Lexus,RX 350,2010,foreign used,automatic,"₦ 22,000,000"
Hyundai Santa Fe SE Ultimate FWD 2017 Black,Hyundai,Santa Fe,2017,foreign used,automatic,"₦ 24,500,000"
Ford Edge 2013 Silver,Ford,Edge,2013,foreign used,automatic,"₦ 10,800,000"
Pontiac Vibe Automatic 2003 Red,Pontiac,Vibe Automatic,2003,foreign used,automatic,"₦ 5,600,000"
Hyundai Sonata Sport Sedan FWD (2.4L 4cyl 6A) 2016 Silver,Hyundai,Sonata Sport,2016,foreign used,automatic,"₦ 14,850,000"
Hyundai Sonata Sport 2.0T 4dr Sedan (2.0L 4cyl Turbo 6A) 2015 Blue,Hyundai,Sonata Sport,2015,foreign used,automatic,"₦ 11,000,000"
Toyota Sienna LE 8 Passenger 2012 Silver,Toyota,Sienna LE,2012,foreign used,automatic,"₦ 13,700,000"
Toyota Highlander 2015 Blue,Toyota,Highlander,2015,foreign used,automatic,"₦ 29,500,000"
Toyota Sienna Limited 7 Passenger 2011 Gold,Toyota,Sienna Limited,2011,local used,automatic,"₦ 12,000,000"
Mercedes-Benz GLE-Class 2017 White,Mercedes-Benz,GLE-Class,2017,foreign used,automatic,"₦ 35,500,000"
Toyota Avalon XL 2004 Black,Toyota,Avalon XL,2004,local used,automatic,"₦ 3,800,000"
Toyota Land Cruiser Prado 2.7 VVT-i 2015 Black,Toyota,Land Cruiser,2015,foreign used,automatic,"₦ 63,000,000"
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2008 Gold,Acura,MDX SUV,2008,foreign used,automatic,"₦ 9,500,000"
Mercedes-Benz M Class ML 350 4Matic 2010 White,Mercedes-Benz,M Class,2010,foreign used,automatic,"₦ 14,500,000"
Toyota Camry SE 4dr Sedan (3.5L 6cyl 6A) 2014 Gray,Toyota,Camry SE,2014,foreign used,automatic,"₦ 16,500,000"
Toyota Sienna LE 2008 Red,Toyota,Sienna LE,2008,foreign used,automatic,"₦ 10,795,000"
Lexus GX 460 Luxury 2014 Black,Lexus,GX 460,2014,local used,automatic,"₦ 36,500,000"
Lexus ES 350 2009 Gray,Lexus,ES 350,2009,local used,automatic,"₦ 7,250,000"
Peugeot 307 1.4 90 Grand Filou Cool 2006 Silver,Peugeot,307 1,2006,local used,manual,"₦ 2,400,000"
Toyota RAV4 2004 Blue,Toyota,RAV4,2004,local used,automatic,"₦ 4,200,000"
Lexus RX 350 AWD 2018 Red,Lexus,RX 350,2018,foreign used,automatic,"₦ 55,800,000"
Kia Morning 2011 Silver,Kia,Morning,2011,foreign used,automatic,"₦ 6,700,000"
Acura MDX 4dr SUV (3.5L 6cyl 6A) 2014 Black,Acura,MDX 4dr,2014,foreign used,automatic,"₦ 17,500,000"
Toyota Camry 2004 Black,Toyota,Camry,2004,local used,automatic,"₦ 4,000,000"
Lexus GX 460 AWD 2022 Gray,Lexus,GX 460,2022,foreign used,automatic,"₦ 120,000,000"
Toyota Yaris 2008 Blue,Toyota,Yaris,2008,foreign used,automatic,"₦ 9,800,000"
Lexus ES 350 2012 Blue,Lexus,ES 350,2012,foreign used,automatic,"₦ 13,500,000"
Toyota Tundra 2004 Gray,Toyota,Tundra,2004,foreign used,automatic,"₦ 10,000,000"
Toyota Corolla 2007 Red,Toyota,Corolla,2007,foreign used,automatic,"₦ 8,800,000"
Toyota Camry 2002 Gray,Toyota,Camry,2002,foreign used,automatic,"₦ 6,000,000"
Ford Focus SE Hatchback FWD (2.0L 4cyl 5M) 2012 Black,Ford,Focus SE,2012,foreign used,automatic,"₦ 12,500,000"
Toyota Highlander Limited 4x4 2008 Gray,Toyota,Highlander Limited,2008,foreign used,automatic,"₦ 16,800,000"
Lexus RX 350 2007 Green,Lexus,RX 350,2007,foreign used,automatic,"₦ 14,800,000"
Toyota Corolla Hatchback XSE 2023 White,Toyota,Corolla Hatchback,2023,foreign used,automatic,"₦ 35,000,000"
New Toyota Hilux 2025 Black,New,Toyota Hilux,2025,brand new,automatic,"₦ 103,999,999"
Toyota Sienna 2001 Gray,Toyota,Sienna,2001,local used,automatic,"₦ 2,000,000"
Mercedes-Benz GLE-Class GLE 350 2017 Black,Mercedes-Benz,GLE-Class GLE,2017,local used,automatic,"₦ 41,000,000"
Ford Fiesta SE Sedan 2013 White,Ford,Fiesta SE,2013,local used,automatic,"₦ 7,500,000"
Toyota Carina E 1998 Black,Toyota,Carina E,1998,foreign used,manual,"₦ 7,500,000"
Ford Explorer Sport 4dr 4x4 (3.5L 6cyl 6A) 2017 Maroon,Ford,Explorer Sport,2017,local used,automatic,"₦ 27,900,000"
Land Rover Range Rover Velar 2020 Gray,Land,Rover Range,2020,local used,automatic,"₦ 38,500,000"
Honda Civic 2017 Gray,Honda,Civic,2017,foreign used,automatic,"₦ 15,750,000"
New Toyota Land Cruiser Prado 2025 Black,New,Toyota Land,2025,brand new,automatic,"₦ 143,000,000"
Mercedes-Benz GLE-Class GLE 350 2018 White,Mercedes-Benz,GLE-Class GLE,2018,foreign used,automatic,"₦ 36,500,000"
Lexus RX 350 2014 Blue,Lexus,RX 350,2014,foreign used,automatic,"₦ 25,000,000"
Toyota RAV4 2014 Blue,Toyota,RAV4,2014,foreign used,automatic,"₦ 19,500,000"
Toyota Camry 2001 Black,Toyota,Camry,2001,local used,automatic,"₦ 2,400,000"
Mercedes-Benz GLA 250 2017 Red,Mercedes-Benz,GLA 250,2017,foreign used,automatic,"₦ 25,000,000"
Toyota Highlander 2009 Black,Toyota,Highlander,2009,foreign used,automatic,"₦ 13,100,000"
Kia Forte 2013 Gray,Kia,Forte,2013,foreign used,automatic,"₦ 13,300,000"
Toyota Camry SE (2.5L 4cyl 8A) 2019 Black,Toyota,Camry SE,2019,foreign used,automatic,"₦ 28,900,000"
Mercedes-Benz E350 2014 Black,Mercedes-Benz,E350,2014,foreign used,automatic,"₦ 23,900,000"
Mercedes-Benz E350 Base 4dr 4Matic Sedan AWD (3.5L 6cyl 7A) 2012 Gray,Mercedes-Benz,E350 Base,2012,foreign used,automatic,"₦ 17,500,000"
Toyota Avalon XLE 4dr Sedan (3.5L 6cyl 6A) 2014 Burgundy,Toyota,Avalon XLE,2014,foreign used,automatic,"₦ 19,000,000"
Honda Civic EX-L 4dr Sedan (1.8L 4cyl CVT) 2015 Gray,Honda,Civic EX-L,2015,foreign used,automatic,"₦ 14,999,999"
Lexus RX 350 2009 Burgundy,Lexus,RX 350,2009,foreign used,automatic,"₦ 14,500,000"
Nissan Sentra S 4dr Sedan (1.8L 4cyl CVT) 2014 Gray,Nissan,Sentra S,2014,foreign used,automatic,"₦ 10,800,000"
Toyota Camry LE V6 4dr Sedan (3.0L 6cyl 5A) 2004 Burgundy,Toyota,Camry LE,2004,foreign used,automatic,"₦ 7,500,000"
Toyota Sienna Limited 7 Passenger (3.5L 6cyl 6A) 2016 Silver,Toyota,Sienna Limited,2016,foreign used,automatic,"₦ 24,000,000"
Lexus RX 350 F Sport AWD 2017 Gray,Lexus,RX 350,2017,foreign used,automatic,"₦ 63,000,000"
Lexus RX 350 AWD 2015 Black,Lexus,RX 350,2015,foreign used,automatic,"₦ 26,000,000"
Mercedes-Benz GLC-Class 2018 Gray,Mercedes-Benz,GLC-Class,2018,foreign used,automatic,"₦ 69,000,000"
Lexus ES 350 FWD 2014 Gray,Lexus,ES 350,2014,foreign used,automatic,"₦ 20,880,000"
BMW 760 2023,BMW,760,2023,foreign used,automatic,"₦ 299,000,000"
Lexus RX 350 2015 White,Lexus,RX 350,2015,foreign used,automatic,"₦ 26,000,000"
Toyota Tundra 2007 Blue,Toyota,Tundra,2007,local used,automatic,"₦ 12,000,000"
Toyota 4-Runner Limited 4dr 4x4 (4.0L 6cyl 5A) 2017 Black,Toyota,4-Runner Limited,2017,foreign used,automatic,"₦ 57,000,000"
Lexus TX TX 350 AWD 2024 Silver,Lexus,TX TX,2024,foreign used,automatic,"₦ 170,000,000"
Lexus RX 300 4WD 2003 Green,Lexus,RX 300,2003,foreign used,automatic,"₦ 10,000,000"
Dodge Caliber SXT 2012 Silver,Dodge,Caliber SXT,2012,foreign used,automatic,"₦ 10,500,000"
Lexus GX 470 Sport Utility 2007 Green,Lexus,GX 470,2007,foreign used,automatic,"₦ 17,500,000"
Toyota Avensis 2005 Silver,Toyota,Avensis,2005,foreign used,automatic,"₦ 9,500,000"
Ford Escape 2013 White,Ford,Escape,2013,foreign used,automatic,"₦ 14,500,000"
Mercedes-Benz C300 Luxury Sedan AWD (3.0L 6cyl 7A) 2009 Black,Mercedes-Benz,C300 Luxury,2009,local used,automatic,"₦ 5,700,000"
Honda Accord Aerodeck 1990 Green,Honda,Accord Aerodeck,1990,local used,manual,"₦ 1,999,999"
Honda CR-V LX 4dr SUV (2.4L 4cyl CVT) 2016 Silver,Honda,CR-V LX,2016,foreign used,automatic,"₦ 23,500,000"
Hyundai Tucson Limited AWD 2016 Black,Hyundai,Tucson Limited,2016,foreign used,automatic,"₦ 20,400,000"
Lexus ES 350 2008 Silver,Lexus,ES 350,2008,foreign used,automatic,"₦ 11,000,000"
Toyota Hilux 2009 White,Toyota,Hilux,2009,local used,automatic,"₦ 12,500,000"
Mercedes-Benz C43 2021 White,Mercedes-Benz,C43,2021,foreign used,automatic,"₦ 55,000,000"
Mercedes-Benz GLB-Class 2022 Black,Mercedes-Benz,GLB-Class,2022,foreign used,automatic,"₦ 67,200,000"
Honda Accord 2.0 Comfort 2008 Gray,Honda,Accord 2,2008,local used,automatic,"₦ 5,450,000"
BMW X1 xDrive28i AWD 2016 Blue,BMW,X1 xDrive28i,2016,foreign used,automatic,"₦ 22,000,000"
Lexus RX 350 F SPORT Handling AWD 2025 Silver,Lexus,RX 350,2025,foreign used,automatic,"₦ 125,000,000"
Hyundai Sonata Limited 2.0T Sedan (2.0L 4cyl 6A) 2011 White,Hyundai,Sonata Limited,2011,foreign used,automatic,"₦ 11,800,000"
Mercedes-Benz GLC-Class 2016 Black,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 31,000,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2018 Gray,Mercedes-Benz,GLE-Class GLE,2018,foreign used,automatic,"₦ 42,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2014 Black,Toyota,Camry XLE,2014,foreign used,automatic,"₦ 14,500,000"
Toyota 4-Runner Limited 4dr SUV (4.0L 6cyl 5A) 2015 Silver,Toyota,4-Runner Limited,2015,foreign used,automatic,"₦ 45,000,000"
Lexus GX 460 Base 2013 Black,Lexus,GX 460,2013,foreign used,automatic,"₦ 35,000,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.5L 6cyl 7A) 2013 White,Mercedes-Benz,C300 Luxury,2013,foreign used,automatic,"₦ 13,500,000"
Toyota Highlander Limited Platinum V6 4x4 (3.5L 6cyl 6A) 2016 Silver,Toyota,Highlander Limited,2016,foreign used,automatic,"₦ 29,000,000"
Acura MDX Base SH-AWD 2018 Silver,Acura,MDX Base,2018,foreign used,automatic,"₦ 29,000,000"
Lexus RX 350 AWD 2012 Red,Lexus,RX 350,2012,foreign used,automatic,"₦ 20,880,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2011 Gray,Toyota,Camry SE,2011,foreign used,automatic,"₦ 12,480,000"
Toyota Venza V6 AWD 2011 Red,Toyota,Venza V6,2011,foreign used,automatic,"₦ 18,380,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2014 White,Toyota,RAV4 Limited,2014,local used,automatic,"₦ 15,800,000"
Toyota Camry 2011 White,Toyota,Camry,2011,foreign used,automatic,"₦ 11,500,000"
Toyota Matrix 2007 Gray,Toyota,Matrix,2007,foreign used,automatic,"₦ 9,000,000"
Lexus RX 350 2007 Brown,Lexus,RX 350,2007,foreign used,automatic,"₦ 13,900,000"
Lexus GX 470 2007 Blue,Lexus,GX 470,2007,foreign used,automatic,"₦ 19,500,000"
Toyota RAV4 Limited 2008 Blue,Toyota,RAV4 Limited,2008,foreign used,automatic,"₦ 13,000,000"
Toyota Corolla SE 2021 Gray,Toyota,Corolla SE,2021,foreign used,automatic,"₦ 32,000,000"
Toyota Corolla CE 2007 White,Toyota,Corolla CE,2007,foreign used,automatic,"₦ 7,700,000"
Hyundai Tucson 2013 Black,Hyundai,Tucson,2013,foreign used,automatic,"₦ 13,750,000"
Toyota Fortuner 2021 White,Toyota,Fortuner,2021,foreign used,automatic,"₦ 59,000,000"
Acura MDX 2004 Brown,Acura,MDX,2004,local used,automatic,"₦ 2,500,000"
Toyota Tacoma TRD Off Road 2021 Red,Toyota,Tacoma TRD,2021,foreign used,automatic,"₦ 31,000,000"
Honda CR-V EX 4dr SUV AWD (2.4L 4cyl 5A) 2014 Black,Honda,CR-V EX,2014,local used,automatic,"₦ 9,000,000"
Land Rover Defender 1998 White,Land,Rover Defender,1998,local used,manual,"₦ 25,000,000"
Dodge Journey SE 2010 Black,Dodge,Journey SE,2010,local used,automatic,"₦ 6,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Silver,Toyota,Camry LE,2008,foreign used,automatic,"₦ 11,500,000"
Chevrolet Silverado 2016 Gray,Chevrolet,Silverado,2016,foreign used,automatic,"₦ 24,000,000"
Honda Pilot LX 4dr SUV (3.5L 6cyl 5A) 2010 Silver,Honda,Pilot LX,2010,local used,automatic,"₦ 9,500,000"
Honda Accord Sport SE 4dr Sedan FWD (2.4L 4cyl 2A) 2017 Blue,Honda,Accord Sport,2017,foreign used,automatic,"₦ 16,300,000"
Hyundai Accent 2012 Gray,Hyundai,Accent,2012,local used,automatic,"₦ 9,000,000"
Honda Crosstour 3.5 AWD 2010 Gray,Honda,Crosstour 3,2010,local used,automatic,"₦ 6,500,000"
Ford Explorer 2010 Red,Ford,Explorer,2010,local used,automatic,"₦ 12,500,000"
Toyota Venza 2011 White,Toyota,Venza,2011,foreign used,automatic,"₦ 18,500,000"
Honda Accord EX 4dr Sedan (2.4L 4cyl 6M) 2015 Gold,Honda,Accord EX,2015,foreign used,automatic,"₦ 12,700,000"
Toyota Sienna XLE 7 Passenger (3.5L 6cyl 6A) 2016 Gold,Toyota,Sienna XLE,2016,foreign used,automatic,"₦ 24,000,000"
Mercedes-Benz GLE-Class 2016 Black,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 39,500,000"
Nissan Murano 3.5 2008 Red,Nissan,Murano 3,2008,local used,automatic,"₦ 3,200,000"
Hyundai I10 2007 Gray,Hyundai,I10,2007,foreign used,manual,"₦ 5,000,000"
Toyota Hilux 2020 Black,Toyota,Hilux,2020,foreign used,automatic,"₦ 75,000,000"
Hyundai Sonata 2015 Silver,Hyundai,Sonata,2015,foreign used,automatic,"₦ 12,500,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,local used,automatic,"₦ 4,200,000"
Acura TLX 2.4L Tech Pkg FWD 2019 Black,Acura,TLX 2,2019,foreign used,automatic,"₦ 22,000,000"
Mazda 6 2015 Red,Mazda,6,2015,foreign used,automatic,"₦ 16,500,000"
Hyundai Elantra 2019 Silver,Hyundai,Elantra,2019,foreign used,automatic,"₦ 17,500,000"
Lexus LX LX 600 2022 Gray,Lexus,LX LX,2022,foreign used,automatic,"₦ 265,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 30,000,000"
Toyota RAV4 Limited FWD (2.5L 4cyl 6A) 2016 Gray,Toyota,RAV4 Limited,2016,foreign used,automatic,"₦ 29,500,000"
Nissan Juke SL AWD 2012 Red,Nissan,Juke SL,2012,foreign used,automatic,"₦ 9,000,000"
Lexus ES 350 2008 Black,Lexus,ES 350,2008,foreign used,automatic,"₦ 11,800,000"
Toyota Avalon Touring FWD Sedan (3.6L 6cyl 6A) 2016,Toyota,Avalon Touring,2016,foreign used,automatic,"₦ 23,100,000"
Honda CR-V EX 4dr SUV (2.4L 4cyl 5A) 2013 Red,Honda,CR-V EX,2013,foreign used,automatic,"₦ 18,900,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2007 Silver,Toyota,Camry LE,2007,foreign used,automatic,"₦ 9,800,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Blue,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 25,500,000"
Toyota Camry XSE (2.5L 4cyl 8A) 2019 Black,Toyota,Camry XSE,2019,foreign used,automatic,"₦ 38,980,000"
Lexus RX 350 2010 Gray,Lexus,RX 350,2010,foreign used,automatic,"₦ 19,000,000"
Toyota Camry SE 4dr Sedan (3.5L 6cyl 6A) 2014 Gray,Toyota,Camry SE,2014,foreign used,automatic,"₦ 16,680,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Brown,Mercedes-Benz,GLK-Class 350,2013,local used,automatic,"₦ 13,000,000"
Acura MDX Technology Package AWD (3.7 6cyl 5A) 2007 White,Acura,MDX Technology,2007,local used,automatic,"₦ 5,450,000"
Toyota Yaris 2001 Blue,Toyota,Yaris,2001,local used,manual,"₦ 2,700,000"
Lexus ES 2006 Gold,Lexus,ES,2006,local used,automatic,"₦ 5,800,000"
Audi A6 2015 Black,Audi,A6,2015,foreign used,automatic,"₦ 16,000,000"
Toyota Tundra Limited CrewMax 6.5' Bed 2024 Blue,Toyota,Tundra Limited,2024,foreign used,automatic,"₦ 150,000,000"
Toyota Camry 2008 White,Toyota,Camry,2008,foreign used,automatic,"₦ 7,500,000"
Toyota Highlander Limited 4x4 V6 (3.5L 6cyl 8A) 2018 Red,Toyota,Highlander Limited,2018,foreign used,automatic,"₦ 42,000,000"
